file_name,location,type,museum,date,translation,desription
pasargad_inscription_001.jpg,Pasargad,inscription,Pasargad,,1, Cyrus King
pasargad_inscription_002.JPG,Pasargad,inscription,Pasargad,,1," Cyrus King, same with pasargad_inscription_001"
pasargad_inscription_003.jpg,Pasargad,inscription,Pasargad,,1," Cyrus King, same with pasargad_inscription_002"
pasargad_inscription_004.jpeg,Pasargad,inscription,Pasargad,,1," Cyrus King, same with pasargad_inscription_003"
