file_name,source,king,abbreviation,location,translation,collection,description,artifact_id,asset_number,museum_number,material,color,languages
20241103_173932.jpg,hamadan,Darius_1,DH,Hamadan,1,National Museum of Iran,Size: 19 × 18.8 cm  مؤلف: داریوش اکبرزاده آثار زرین  و سیمین ایران زمین ,,,4114,gold,,Old Persian Elamite Babylonian
20241103_123833.jpg,hamadan,Darius_1,DH,Hamadan,1,National Museum of Iran,Size: 19 × 18.8 cm  مؤلف: داریوش اکبرزاده آثار زرین  و سیمین ایران زمین ,,,4114,gold,,Old Persian Elamite Babylonian
