file_name,source,king,abbreviation,location,translation,collection,description,artifact_id,asset_number,museum_number,material,color,languages
naghshe_rostam_darius_1_001.jpg,naghshe_rostam,Darius_1,Dnf,naghshe rostam,1,,,,,,stone,,
