file_name,location,type,museum,date,translation,desription
persepolis_inscription_001.jpg,Persepolis,inscriptoin,National Museum of Iran,,0,taken from cultural heritage book by Faesgh Tohidi
persepolis_inscription_002.jpg,Persepolis,inscriptoin,Persepolis,,1,
persepolis_inscription_003.jpg,Persepolis,inscriptoin,Persepolis,,1,
20231018_113548.jpg,"Persepolis, Apadana",inscription,National Museum of Iran,,1,golden inscription of Daruis king in Apada place
20231018_113553.jpg,"Persepolis, Apadana",inscription,National Museum of Iran,,1,silver inscription of Daruis king in Apada place
20231018_114538.jpg,Persepolis,inscription,National Museum of Iran,,1,Xerxes king inscription from Persepolis
20231018_114546.jpg,Persepolis,inscription,National Museum of Iran,,1,Xerxes king inscription from Persepolis
20231018_114817.jpg,Persepolis,inscription,National Museum of Iran,,1,Xerxes king inscription from Persepolis
